gene.ids,SRX003935,SRX003921,SRX003924,SRX003923,SRX003925,SRX003932,SRX003920,SRX003922,SRX001291,SRX001364,SRX001365,SRX001366,SRX001367,SRX001368,SRX003931,SRX003929,SRX003928,SRX003934,SRX003926,SRX003927,SRX003930,SRX003933
ENSG00000160613,479,1100,1323,265,894,2085,215,788,253,244,767,741,892,965,2978,182,267,1463,113,166,278,1826
ENSG00000160633,1056,810,1190,729,766,1304,566,507,520,471,1329,1515,1715,1629,1051,339,230,1350,307,368,1487,1995
ENSG00000160678,6,0,54,0,20,12,84,111,10,5,14,18,34,42,11,366,0,5,21,10,218,13
ENSG00000160695,137,141,222,265,305,207,168,133,69,89,300,272,321,290,177,84,32,199,89,67,237,299
ENSG00000160716,12,1,6,11,6,4,722,11,379,294,977,882,942,1070,26,0,1,5,332,5,0,57
ENSG00000160783,295,78,110,179,195,145,41,54,23,18,94,67,97,82,112,118,57,130,9,37,78,138
ENSG00000160799,134,161,140,114,147,175,43,100,40,36,132,133,277,307,119,68,61,256,28,36,120,256
ENSG00000160808,0,0,0,0,0,4,2,21,0,0,0,2,2,1,0,4490,0,7,0,0,43,11
ENSG00000160813,389,153,369,397,150,144,39,81,108,74,250,274,343,296,187,32,72,412,38,102,40,911
ENSG00000160877,1736,1503,3137,1929,1776,1110,1129,1011,344,294,1126,1048,1277,1218,1105,352,490,1046,294,417,211,2104
ENSG00000160888,1743,1670,1066,2187,453,5212,187,3412,125,121,442,439,723,540,1398,143,664,2969,109,691,314,1165
ENSG00000160948,657,899,848,1424,1107,3156,599,959,390,269,988,1103,1569,973,1513,447,924,1746,270,246,1178,2128
ENSG00000160949,526,66,336,138,245,14,7,16,22,10,61,54,69,66,22,8,12,96,4,64,4,58
ENSG00000160953,84,82,93,36,49,139,108,103,89,63,246,242,315,234,144,16,41,126,52,41,45,332
ENSG00000160957,1156,228,1480,472,1285,37,22,47,113,89,401,348,672,417,84,25,28,342,47,306,13,622
ENSG00000160959,402,292,397,265,462,345,227,203,131,119,428,359,556,460,339,78,66,583,97,137,114,524
ENSG00000160972,918,560,1399,846,1049,656,158,488,226,178,858,820,1297,910,703,417,510,503,99,155,204,1022
ENSG00000161016,10198,19564,12026,18028,11997,12801,1206,6239,1198,1164,5150,4027,3288,4162,20083,2319,2318,10702,927,3789,6336,10782
ENSG00000161031,5,0,0,114,109,1,0,1,0,2,0,0,0,0,0,0,752,8,0,0,0,131
ENSG00000161057,45,52,81,81,49,27,45,32,26,22,59,62,44,35,39,32,43,26,27,59,72,90
ENSG00000161082,0,1,3,0,3,0,121,0,66,81,227,289,468,298,6,0,0,0,60,0,0,31
ENSG00000161091,434,424,4765,192,186,567,160,350,60,53,280,357,783,399,262,40,132,852,52,357,138,324
ENSG00000161179,272,257,281,272,258,126,43,31,40,37,119,125,163,142,159,14,55,297,32,196,25,213
ENSG00000161243,4,39,26,167,135,602,223,355,145,107,487,365,725,718,209,43,53,90,76,9,6,235
ENSG00000161265,154,48,67,110,88,68,51,65,109,68,278,299,302,270,62,55,28,148,48,25,30,225
ENSG00000161281,7,3,3,8,5,606,64,1160,66,53,165,204,236,245,798,4604,15,254,82,1,3723,837
ENSG00000161326,870,557,382,109,356,189,155,266,39,38,95,111,112,130,100,95,140,133,79,132,74,322
ENSG00000161395,911,53,37,15,33,55,15,21,12,17,40,35,46,37,29,12,25,28,11,6,7,44
ENSG00000161509,4,5,17,39,11,15,154,10,1049,977,3204,3095,4897,2865,17,6,0,11,289,3,5,66
ENSG00000161513,82,509,242,280,436,105,29,53,116,107,281,300,423,399,123,32,76,62,37,83,143,896
ENSG00000161526,268,389,481,877,518,506,279,221,150,123,549,436,483,550,561,208,162,363,169,209,396,715
ENSG00000161533,241,371,310,261,584,1179,509,1125,119,112,363,285,337,367,411,373,1138,334,218,152,820,589
ENSG00000161544,0,31,596,0,1,4742,129,1025,260,215,704,727,1066,798,2752,339,21,1532,118,62,352,887
ENSG00000161547,206,207,270,138,197,199,36,56,22,14,76,88,122,83,63,32,42,199,20,89,45,136
ENSG00000161558,78,44,107,59,63,102,35,144,31,24,132,87,114,110,65,306,63,143,26,54,378,121
ENSG00000161570,11,3,4,287,13,25,3,76,2,3,6,6,8,0,54,5,20,520,2,11,5,48
ENSG00000161609,0,0,5,0,0,0,0,0,96,37,340,167,199,178,1,0,0,0,10,4,0,680
ENSG00000161618,148,72,242,106,117,223,10,89,14,13,42,34,65,38,65,10,24,200,5,17,30,81
ENSG00000161638,7,1008,1143,118,178,3834,70,764,13,9,49,28,59,49,4226,638,381,2488,29,631,501,1199
ENSG00000161642,998,2260,1682,365,2247,1691,817,1662,455,330,993,939,1571,1350,1383,101,56,1099,351,121,141,719
ENSG00000161649,0,0,0,0,0,2041,0,342,0,0,0,0,0,0,88,116,1,41,0,0,53,175
ENSG00000161664,84,21,63,69,109,16,3,39,45,20,109,123,207,131,24,42,5,36,10,13,375,41
ENSG00000161671,786,539,728,372,684,511,332,350,97,75,358,350,517,455,575,246,462,598,117,108,219,1413
ENSG00000161677,213,621,826,390,342,458,118,328,70,74,285,240,267,237,513,107,192,325,56,47,316,529
ENSG00000161682,74,23,76,104,41,19,214,97,104,91,391,316,486,394,50,2,1,24,65,27,0,81
ENSG00000161714,246,2859,544,940,1504,772,391,776,170,132,377,431,585,647,1123,562,12,382,231,149,1265,1232
ENSG00000161791,12,60,486,48,24,1302,85,211,36,48,144,144,254,158,331,85,20,572,58,63,43,551
ENSG00000161798,3,1,2,0,10,6,9,95,10,16,16,24,28,30,4,7,1,15,2,1,0,6627
ENSG00000161800,182,83,276,195,478,23,25,12,14,13,23,30,27,27,48,11,8,28,16,146,10,142
ENSG00000161835,1,0,11,6,1,1930,354,481,20,23,54,40,77,54,1177,259,277,824,135,35,408,756
ENSG00000161847,925,289,913,393,396,532,50,173,32,25,119,106,213,179,403,38,33,648,16,134,69,581
ENSG00000161896,0,5,0,0,0,10,80,18,6,4,10,13,15,16,81,517,324,13,36,0,3083,56
ENSG00000161914,116,89,184,138,65,88,63,43,141,108,587,522,814,586,107,22,36,139,64,27,97,541
ENSG00000161920,112,119,203,157,102,104,33,116,30,20,90,81,96,94,123,72,126,196,28,54,83,207
ENSG00000161921,57,903,135,284,859,1353,102,485,5,13,29,34,65,51,401,38,435,635,27,66,41,3349
ENSG00000161939,234,347,509,399,158,764,231,273,149,123,414,470,460,508,595,136,237,452,102,146,374,1034
ENSG00000161940,0,1,109,0,1,1844,15,312,9,6,21,16,39,17,322,152,89,642,9,12,35,137
ENSG00000161944,0,0,0,0,0,12,3,1,2,0,2,4,3,1,0,1,6193,17,2,138,2,17
ENSG00000161956,477,478,1391,410,459,636,295,314,221,208,703,644,784,632,563,177,125,636,167,234,329,1105
ENSG00000161958,6,444,131,66,13,32,166,43,15,28,57,56,51,61,92,78,8,259,51,77,75,231
ENSG00000161970,27,50,22,58,56,72,46,32,58,71,76,92,26,13,123,46,62,111,51,67,89,116
ENSG00000161973,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1367
ENSG00000161980,79,21,157,86,92,22,28,15,39,14,57,67,41,46,28,12,17,56,16,59,20,33
ENSG00000161981,140,33,82,56,88,9,32,26,47,42,79,94,88,83,44,50,16,23,23,22,33,57
ENSG00000161999,474,372,764,486,633,1294,165,610,144,128,422,391,645,395,1196,290,491,881,84,144,324,1362
ENSG00000162063,723,261,968,498,1297,70,73,90,94,79,292,247,338,256,84,15,25,144,54,331,119,278
ENSG00000162065,360,123,384,236,206,348,306,416,130,138,607,675,1251,837,165,45,110,410,129,64,133,311
ENSG00000162066,73,58,212,100,144,121,6,58,21,38,93,70,150,71,31,16,14,115,9,27,25,172
ENSG00000162069,266,775,0,521,650,0,12,76,1,0,4,2,4,5,134,0,6,2,7,11,0,20
ENSG00000162073,532,253,946,136,535,113,518,68,77,76,288,356,337,370,137,49,15,123,149,169,64,157
ENSG00000162076,478,203,364,437,433,395,127,267,130,72,403,382,645,442,349,103,59,315,72,91,145,672
ENSG00000162104,313,651,865,1168,1137,1058,418,401,196,174,580,578,799,736,1341,720,493,899,227,171,3402,1291
ENSG00000162129,837,280,1011,237,476,400,302,232,35,68,200,189,235,196,190,101,330,268,87,135,370,7173
ENSG00000162139,160,75,182,122,152,26,48,16,32,22,70,77,84,100,30,34,20,65,25,59,177,121
ENSG00000162144,359,214,652,222,331,444,46,535,41,33,147,127,166,115,468,51,246,841,37,134,188,656
ENSG00000162148,18,20,18,34,20,27,14,25,11,13,58,57,67,42,33,5,9,34,9,14,22,1260
ENSG00000162174,8,0,105,52,96,433,430,47,248,223,701,687,785,806,319,27,52,538,340,115,44,1801
ENSG00000162188,4,9,20,14,28,4,1701,0,1140,899,2876,2490,2585,2324,85,3,1,17,843,4,1,60
ENSG00000162191,157,345,488,395,283,580,85,207,82,52,275,238,276,283,570,116,61,401,51,103,404,578
ENSG00000162222,117,159,584,389,342,187,115,118,54,37,201,155,248,222,232,19,55,484,53,83,149,365
ENSG00000162227,253,203,466,290,500,227,75,203,75,65,282,252,355,291,118,68,109,237,63,79,151,335
ENSG00000162231,283,204,245,173,225,182,93,86,108,74,294,289,361,347,217,101,49,385,71,94,122,417
ENSG00000162298,1315,603,1383,762,1172,1738,479,954,241,166,824,614,1008,800,1058,238,1441,3755,146,259,1010,1913
ENSG00000162300,332,184,441,297,329,240,78,198,28,31,153,112,175,145,152,54,32,93,34,62,172,314
ENSG00000162302,1085,1801,1523,282,744,825,263,402,423,306,1276,1273,2020,1629,910,142,124,809,160,123,262,476
ENSG00000162337,2391,1639,1400,2405,1391,3458,83,3520,10,13,53,52,89,64,4014,594,1877,1715,35,463,383,1700
ENSG00000162341,174,149,363,123,165,188,28,235,142,103,455,455,579,459,121,42,130,186,60,59,33,152
ENSG00000162377,106,126,189,114,117,56,68,34,17,19,74,72,66,77,52,51,68,35,41,92,146,79
ENSG00000162378,90,103,134,48,65,238,683,149,152,107,322,313,292,376,193,337,212,154,302,63,1346,342
ENSG00000162396,96,61,99,85,72,43,34,37,14,8,47,37,46,48,80,33,42,52,19,49,65,230
ENSG00000162409,19,0,0,21,54,20,94,25,19,22,75,75,67,86,90,1080,8,31,73,57,1717,92
ENSG00000162413,61,356,308,57,48,120,42,239,17,25,71,61,130,78,212,98,26,175,24,24,707,158
ENSG00000162430,115,228,730,165,164,2598,249,489,66,59,207,169,302,255,983,170,112,731,57,108,439,546
ENSG00000162444,0,2,0,50,81,4875,85,413,3,6,12,13,22,12,711,183,47,122,21,4,16,106
ENSG00000162496,3,82,100,8,23,309,12,126,2,1,2,4,5,4,125,55,154,72,5,11,41,146
ENSG00000162522,202,365,47,265,305,56,28,67,2,4,0,11,4,6,22,3,13,22,5,25,10,53
ENSG00000162526,30,60,91,62,63,27,2,49,138,107,301,303,397,357,19,13,12,251,32,36,7,408
ENSG00000162543,0,0,0,0,7,5,55,16,12,16,51,53,45,58,152,21,20,2,36,15,2,634
ENSG00000162545,85,190,116,104,92,101,2067,68,151,117,333,244,298,528,271,46,196,73,885,97,24,149
ENSG00000162642,87,127,178,115,61,85,56,54,19,33,106,98,149,140,70,31,13,142,39,39,35,197
ENSG00000162645,10,12,47,13,0,167,16,50,1,1,1,1,1,2,240,13,55,121,3,9,174,100
ENSG00000162650,48,28,51,48,15,14,11,13,59,63,248,182,260,228,13,3,9,65,20,21,27,271
ENSG00000162702,176,173,195,207,372,100,121,86,42,29,96,99,153,133,71,41,58,177,57,89,49,175
ENSG00000162704,65,382,298,160,279,405,124,103,14,13,43,46,104,49,241,88,62,446,42,107,36,196
ENSG00000162706,0,3,34,0,0,11,73,8,116,99,421,216,319,309,43,0,0,15,65,0,1,16
ENSG00000162728,1,4,4,1,0,2,2249,1,2798,2190,8313,7155,7594,8496,24,3,0,2,1638,2,0,24
ENSG00000162729,256,434,428,84,391,322,878,205,391,291,1320,1189,1727,1267,342,75,198,478,308,134,88,552
ENSG00000162734,273,408,629,125,446,2172,1826,851,595,538,1874,1603,1924,1956,1954,526,61,1160,779,110,191,1392
ENSG00000162745,1,0,7,0,0,442,48,224,0,4,4,4,8,8,307,31,15,625,13,14,26,839
ENSG00000162757,46,886,55,21,77,15,18,13,37,13,96,90,80,83,7,18,13,36,14,23,3,52
ENSG00000162771,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,1314
ENSG00000162775,233,162,211,162,176,158,38,70,11,13,35,38,69,59,53,52,27,248,24,46,135,327
ENSG00000162783,76,2167,222,1111,808,346,313,314,47,52,240,276,362,310,587,418,93,1960,97,284,2226,706
ENSG00000162817,448,37,0,79,569,2109,1876,1558,95,87,327,251,315,319,865,238,1531,811,616,99,121,1145
ENSG00000162851,222,52,265,46,69,28,36,35,14,14,61,40,34,40,40,66,194,39,25,114,74,75
ENSG00000162852,116,28,113,35,47,85,32,23,14,10,64,70,99,71,40,34,20,57,22,12,64,109
ENSG00000162975,23,1,2,60,364,2,818,12,10,9,91,36,65,48,41,1,0,3,161,12,0,53
ENSG00000162998,1,0,2,3,1,87,133,88,31,27,81,44,85,39,480,53,21,644,41,5,527,588
ENSG00000163017,0,0,5,1,0,136,3,74,2,4,0,2,0,0,5635,5,4,162,3,4,20,608
ENSG00000163069,19,152,174,68,42,103,143,151,77,53,230,209,232,230,344,268,12,127,98,53,315,280
ENSG00000163082,18,679,18,24,7,3,150,14,115,57,252,282,359,264,29,118,4,94,129,3,0,88
ENSG00000163083,1921,135,2,491,1574,17746,43,1497,14,8,30,18,48,48,4803,145,87,1663,24,28,582,1393
ENSG00000163114,34,18,36,11,22,8,3,13,3,0,9,12,16,17,8,37,5,4,3,6,14,1172
ENSG00000163155,56,57,77,139,110,60,130,63,124,91,307,205,277,218,126,75,68,90,96,76,116,145
ENSG00000163159,103,77,101,280,126,84,92,67,43,38,108,124,117,126,114,52,29,117,47,86,327,143
ENSG00000163191,483,2871,441,1176,851,725,38,335,3,3,11,12,22,17,327,130,60,646,25,396,47,354
ENSG00000163206,0,0,0,0,0,0,0,0,0,1,5,10,7,6,0,0,0,0,2,0,0,1985
ENSG00000163207,13,985,0,1,192,5,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,43
ENSG00000163220,2,1446,0,11,23,2634,31,28,1,0,2,2,2,1,138,179,152,1212,22,0,33,251
ENSG00000163251,50,110,230,134,55,365,82,273,4,2,14,21,17,9,620,36,666,114,24,186,64,80
ENSG00000163257,109,91,160,67,101,126,32,52,11,12,39,29,88,43,45,12,4,57,13,22,38,117
ENSG00000163285,0,0,0,0,0,0,352,1,47,45,121,117,65,127,2,0,0,1,167,0,0,10
ENSG00000163344,768,568,605,486,1167,438,458,530,239,176,717,700,710,723,1007,323,615,604,242,184,194,1175
ENSG00000163346,72,78,33,87,95,165,43,169,13,15,47,50,73,47,191,57,18,280,24,19,218,337
ENSG00000163348,83,52,84,48,108,106,42,56,15,9,48,44,105,48,130,13,11,252,17,20,65,132
ENSG00000163380,0,0,0,0,0,0,3,80,0,0,0,3,1,0,0,833,3,1,2,0,1986,21
ENSG00000163428,244,123,443,188,169,111,214,130,37,28,109,95,75,117,120,62,65,122,125,189,56,142
ENSG00000163431,1,1,4,5,17,1980,22,401,17,22,45,65,61,55,4218,136,12,936,32,2,510,2439
ENSG00000163453,1,1323,2106,0,7,5241,568,2079,90,70,283,185,321,286,12191,3938,1382,18815,301,404,703,21314
ENSG00000163462,2,22,61,7,53,0,46,1,60,54,225,200,421,291,4,0,0,22,30,7,1,22
ENSG00000163463,83,54,43,115,107,233,59,95,57,60,85,108,79,91,243,39,165,164,33,76,140,371
ENSG00000163467,5,0,1,5,3,0,1,5,0,0,0,0,0,0,1,0,6,1,1,2,1,3320
ENSG00000163485,7,1,15,3,17,22,435,107,53,57,131,142,158,157,27,24,3,35,100,7,3,290
ENSG00000163510,69,74,146,45,52,80,68,38,24,23,86,61,51,98,92,50,48,103,44,83,101,126
ENSG00000163513,18,563,215,60,1,2686,51,968,6,10,23,20,33,17,1948,559,138,2056,15,70,200,646
ENSG00000163545,95,156,43,60,44,34,12,23,43,20,158,126,152,97,151,5,43,346,23,44,25,216
ENSG00000163586,0,0,0,0,0,0,1,0,0,0,2,2,1,1,3126,0,14985,0,0,237,2,1
ENSG00000163602,270,184,299,229,188,378,456,130,63,38,133,165,218,209,434,156,104,522,154,200,154,750
ENSG00000163661,1,2,0,0,1,1837,11,2,10,2,25,25,21,7,673,30,11,168,3,185,9,11
ENSG00000163833,1,0,1,0,0,10,33,54,1,1,3,5,2,3,0,2278,0,3,13,0,1599,19
ENSG00000163866,73,169,182,86,103,214,83,94,51,30,159,129,143,141,188,68,147,224,36,39,81,183
ENSG00000163875,36,51,36,78,36,53,71,18,41,17,77,81,57,58,71,17,15,38,44,34,51,119
ENSG00000163888,29,16,236,14,173,10,183,1,315,254,1133,1108,1508,1615,43,1,1,9,148,15,0,14
ENSG00000163909,0,1,0,23,0,1438,58,187,12,7,42,28,37,27,469,304,52,421,34,2,93,3548
ENSG00000163950,42,48,55,24,65,29,57,17,15,11,86,53,29,61,37,17,28,51,42,106,25,195
ENSG00000163956,236,777,529,580,386,500,346,325,123,172,685,518,526,544,504,468,302,532,159,253,479,906
ENSG00000163961,134,85,219,173,290,290,112,167,48,42,123,113,142,154,183,45,34,189,54,128,74,444
ENSG00000163993,23,157,0,472,84,57,2,2,1,0,2,0,2,1,83,2,11,53,2,145,2,21
ENSG00000164032,570,314,668,731,781,250,79,100,139,130,451,335,308,270,452,84,35,451,141,557,91,432
ENSG00000164047,0,8,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,82,0,0,0,2423
ENSG00000164086,48,541,143,8,15,177,72,58,8,22,34,22,65,28,88,31,18,78,13,13,70,141
ENSG00000164087,160,62,366,94,288,22,13,8,1,0,6,9,6,3,18,6,27,25,3,80,7,235
ENSG00000164096,541,2332,891,547,536,1066,286,574,139,79,316,345,428,289,951,608,314,1326,142,289,221,1266
ENSG00000164104,274,123,255,468,259,280,46,46,14,11,39,40,31,34,243,54,16,280,29,351,69,315
ENSG00000164106,1,0,160,0,0,1,370,1,59,56,159,141,90,156,52,2,0,33,170,0,0,306
ENSG00000164266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,0,3825,1,0,1,2,0
ENSG00000164309,2,4,1,16,4,3,1,61,3,1,8,7,10,6,4,741,3,2,5,2,4046,43
ENSG00000164434,2,0,292,0,0,2,140,19,374,175,771,597,676,650,0,0,0,1,210,6,5,1
ENSG00000164438,0,0,0,1,0,0,0,0,26,20,171,260,550,196,0,0,0,0,21,3,0,3
ENSG00000164442,182,285,252,1568,1140,1982,151,1005,124,94,522,391,759,454,1485,443,58,708,106,170,3106,739
ENSG00000164587,77,189,105,138,224,336,41,130,69,59,119,97,32,20,395,65,60,269,73,298,162,237
ENSG00000164588,1,0,0,0,0,9,567,2,117,91,250,254,428,319,11,4,0,8,249,3,2,6
ENSG00000164615,145,235,116,201,196,337,190,152,75,53,215,205,244,191,285,63,59,335,173,94,213,441
ENSG00000164620,48,15,97,36,84,16,27,2,42,34,143,127,257,189,4,0,5,83,20,12,0,24
ENSG00000164626,96,21,0,221,275,547,3,77,0,0,2,0,0,2,421,8,194,281,1,90,7,156
ENSG00000164713,31,64,80,60,24,180,9,78,5,13,30,22,29,20,137,56,50,86,15,15,218,120
ENSG00000164733,264,1623,2094,1049,1164,10590,2024,3348,494,377,1426,1044,1265,1294,4869,3288,6027,10909,957,1418,3192,3841
ENSG00000164736,0,0,0,0,0,699,9,175,2,3,3,8,10,10,284,83,24,189,10,0,105,219
ENSG00000164778,44,5,323,49,0,4,2,6,326,262,933,926,1675,1398,3,1,0,13,115,13,6,57
ENSG00000164853,0,0,0,1,1,0,0,0,136,118,445,492,930,777,0,0,0,0,60,0,0,4
ENSG00000164897,243,383,473,399,217,678,83,296,62,43,187,138,201,165,1007,86,277,812,43,143,576,566
ENSG00000164898,23,9,67,42,7,53,21,38,10,14,29,37,32,31,91,64,60,52,24,24,55,353
ENSG00000164919,257,297,194,1589,347,95,278,136,171,130,483,323,231,368,335,726,324,216,271,212,172,431
ENSG00000164938,102,144,10,89,41,98,6,50,1,0,9,8,16,10,14,13,31,465,4,9,9,127
ENSG00000164967,436,232,280,339,158,242,59,120,69,42,142,143,153,130,233,161,173,235,44,67,508,249
ENSG00000164970,32,21,73,30,13,49,95,23,29,31,96,104,162,129,32,20,3,32,30,14,41,47
ENSG00000164978,113,68,110,182,49,97,122,35,46,33,97,91,83,120,127,80,148,72,53,64,61,113
ENSG00000164983,142,144,299,224,140,294,525,77,68,71,194,191,316,302,229,757,42,286,158,73,482,267
ENSG00000165006,560,687,462,418,200,1112,660,545,344,268,1121,909,869,1106,1206,423,371,885,343,196,1396,2255
ENSG00000165023,1,0,0,14,0,4,3460,5,1845,1621,6021,5242,5970,5780,44,2,7,5,1766,0,1,2
ENSG00000165030,77,196,107,188,31,481,84,104,50,36,101,77,105,153,599,183,398,760,81,153,1258,395
ENSG00000165059,7,8,7,17,12,73,8,18,2,4,16,12,25,37,22,17,10,21,6,3,49,912
ENSG00000165097,101,120,105,126,113,40,52,24,23,10,63,62,62,62,51,30,6,52,25,37,142,226
ENSG00000165140,223,1,0,477,119,49,3,51,2,0,1,1,2,3,60,8,2336,62,0,27,1,30
ENSG00000165175,814,1305,1469,1081,711,1492,1273,876,121,117,445,454,630,448,2555,245,907,1133,436,388,2410,1459
ENSG00000165215,639,12,3,3263,2419,2,0,326,11,10,32,48,92,53,1273,0,131,11,5,49,0,97
ENSG00000165233,140,75,467,97,90,86,18,57,30,30,142,125,183,143,85,17,20,151,14,10,36,185
ENSG00000165244,85,56,255,86,141,20,21,8,6,6,14,8,12,13,11,29,14,27,7,65,26,90
ENSG00000165264,119,269,533,272,367,207,188,218,101,100,322,316,318,380,244,409,246,262,134,141,216,723
ENSG00000165269,0,0,0,2,0,398,0,375,16,9,24,26,11,27,18,52,14,20,2,0,9,35
ENSG00000165300,5,1,38,1,83,11,626,3,91,63,167,140,209,279,34,2,0,24,190,33,4,65
ENSG00000165312,85,406,50,256,40,340,71,161,33,22,109,113,183,106,239,518,31,506,59,36,288,377
ENSG00000165355,187,75,98,142,84,60,130,77,25,27,68,69,95,82,54,37,41,132,85,49,16,186
ENSG00000165389,517,774,489,772,315,199,98,166,94,95,263,223,217,251,405,108,221,192,105,262,111,315
ENSG00000165410,13,8,51,5,45,65,360,56,40,26,127,108,78,117,211,596,157,62,173,86,847,173
ENSG00000165416,166,177,219,158,142,208,58,58,11,8,93,62,111,89,429,83,48,237,31,50,77,507
ENSG00000165417,172,71,114,97,168,134,114,56,39,53,119,157,159,157,46,37,29,65,78,32,102,185
ENSG00000165424,36,19,496,15,42,493,276,468,31,36,97,116,184,116,560,177,85,420,104,27,304,274
ENSG00000165434,110,10,58,52,8,51,901,34,53,38,122,122,81,142,79,28,12,89,431,25,53,59
ENSG00000165458,347,174,353,388,256,258,32,138,4,11,42,37,45,43,275,92,28,410,14,72,216,266
ENSG00000165474,2,3714,1,4,9,4,15,8,1,1,10,12,9,10,33,1,238,17,13,12,2,45
ENSG00000165475,27,57,147,80,57,120,92,51,22,26,81,87,118,78,60,24,229,41,50,23,28,68
ENSG00000165476,65,257,81,124,193,278,216,87,20,24,43,70,68,110,134,45,196,125,64,66,49,232
ENSG00000165478,0,0,0,0,0,59,755,183,40,54,306,227,249,263,14,2,4,4,191,27,1,3
ENSG00000165494,629,450,529,740,595,260,138,267,184,146,528,523,615,695,189,166,154,779,224,246,218,562
ENSG00000165495,2,2,136,2,1,98,743,140,199,194,667,653,801,750,259,33,7,168,265,42,780,1021
ENSG00000165501,277,52,235,148,355,94,4,47,4,1,9,7,20,12,34,21,16,94,2,74,21,486
ENSG00000165502,217,253,276,441,511,477,452,150,80,54,223,296,181,355,527,325,645,561,183,212,697,467
ENSG00000165506,284,133,213,217,148,64,50,57,25,26,68,72,87,81,93,52,58,104,27,48,46,268
ENSG00000165512,49,35,0,57,13,227,97,66,30,27,73,65,53,95,155,77,109,232,47,115,64,157
ENSG00000165516,322,134,215,408,207,322,244,178,110,124,379,382,382,333,270,380,281,297,215,121,273,618
ENSG00000165521,12,65,3,26,18,4,40,5,120,105,273,241,300,287,21,5,13,20,102,13,4,64
ENSG00000165525,146,121,120,139,161,76,165,187,105,47,162,182,146,232,72,83,40,94,178,118,100,91
ENSG00000165526,266,384,476,160,544,323,158,245,129,104,387,371,381,299,329,260,224,287,117,216,2080,440
ENSG00000165527,789,1202,435,693,1084,694,110,247,45,48,129,152,174,175,519,80,151,735,43,178,264,506
ENSG00000165533,57,69,51,90,128,28,27,17,33,33,90,78,84,104,35,20,30,20,30,42,0,156
ENSG00000165548,672,823,36,42,173,1,322,9,865,634,3015,2466,3316,3534,83,58,1,41,332,13,0,312
ENSG00000165556,0,0,0,0,0,0,0,2,0,0,1,0,4,0,2018,0,0,0,0,0,0,16
ENSG00000165566,0,0,0,4,0,0,522,0,67,55,203,267,473,279,5,0,0,0,178,0,1,42
ENSG00000165572,95,75,128,56,67,49,252,41,59,62,200,218,219,213,39,59,42,95,168,49,39,160
ENSG00000165617,0,0,43,0,0,22,16,13,53,26,143,101,192,149,26,8,2,65,24,0,1,160
ENSG00000165632,198,137,195,392,306,235,144,270,94,74,233,241,268,332,264,149,52,289,135,83,482,547
ENSG00000165661,43,54,151,37,34,35,14,11,28,22,103,83,157,98,28,8,12,93,18,35,11,49
ENSG00000165678,710,1062,1051,1097,1344,994,2165,724,549,385,1390,1183,1148,1378,1123,3033,2152,946,1195,991,1752,2611
ENSG00000165684,448,355,714,426,482,229,106,202,175,163,679,715,1004,746,177,50,70,412,94,108,146,792
ENSG00000165698,8,18,32,23,29,18,30,28,11,11,31,34,34,35,58,8,7,15,24,7,2,614
ENSG00000165704,30,57,129,69,33,27,119,10,45,21,76,75,74,82,37,25,17,32,80,97,31,100
ENSG00000165716,82,9,161,70,108,89,209,230,175,164,654,511,662,549,226,120,22,86,104,69,13,535
ENSG00000165724,220,77,147,82,250,42,26,16,28,20,83,57,86,77,32,25,19,59,18,54,27,244
ENSG00000165732,1372,1446,2030,1043,1349,722,321,407,71,56,140,200,206,198,546,310,356,598,130,799,699,584
ENSG00000165733,356,301,457,282,473,179,134,116,101,83,219,225,144,242,163,109,70,179,58,141,243,353
ENSG00000165782,871,397,343,688,305,735,509,334,309,188,972,827,1130,1024,833,164,195,870,232,169,511,852
ENSG00000165792,208,183,373,242,162,71,43,81,182,138,513,492,396,431,69,115,134,273,50,157,55,256
ENSG00000165795,36,30,52,11,27,377,2549,295,420,509,2587,1858,1654,2655,706,413,310,300,685,23,1290,380
ENSG00000165801,193,197,803,66,175,1760,192,1442,227,222,663,799,981,963,800,180,314,626,118,267,283,1341
ENSG00000165802,103,97,174,84,35,136,330,48,28,28,102,84,138,114,144,8,29,129,105,57,13,369
ENSG00000165804,419,1260,324,392,169,1443,133,2721,394,352,1240,1176,1546,1466,2847,374,181,760,108,83,365,1030
ENSG00000165819,639,377,729,392,387,103,32,95,151,145,434,558,748,620,143,104,30,364,57,131,101,260
ENSG00000165821,68,13,0,27,102,29,216,22,336,236,960,751,751,813,140,10,6,49,201,68,10,97
ENSG00000165861,85,197,210,220,181,309,176,218,54,50,215,149,195,190,296,68,78,196,70,47,255,485
ENSG00000165879,41,17,54,78,121,111,30,37,17,8,57,65,79,66,49,17,46,236,14,8,24,70
ENSG00000165886,42,226,631,172,330,501,70,301,34,25,138,116,176,122,289,165,122,523,49,41,204,1357
ENSG00000165887,1,24,2,5,25,3,13,12,6,1,9,7,33,20,9,1739,1,66,7,0,685,339
ENSG00000165898,129,88,89,156,228,58,54,53,14,19,78,70,49,83,83,65,32,88,43,48,56,164
