gene.ids,SRX003935,SRX003921,SRX003924,SRX003923,SRX003925,SRX003932,SRX003920,SRX003922,SRX001291,SRX001364,SRX001365,SRX001366,SRX001367,SRX001368,SRX003931,SRX003929,SRX003928,SRX003934,SRX003926,SRX003927,SRX003930,SRX003933
ENSG00000174871,326,12,73,18,162,0,445,3,166,131,517,377,637,535,39,0,0,6,182,25,0,89
ENSG00000174886,665,1362,1370,604,764,1757,433,877,229,210,744,828,1348,1090,2340,1203,951,1971,261,377,878,1768
ENSG00000174903,301,163,177,147,429,305,54,102,40,34,82,87,89,56,200,61,43,152,35,40,89,163
ENSG00000174915,151,479,240,270,135,446,191,370,219,213,840,693,909,704,491,197,94,572,137,149,304,1834
ENSG00000174917,316,598,1235,162,301,801,212,649,85,62,385,286,381,447,985,388,188,433,87,115,732,1603
ENSG00000174938,124,300,2176,1154,1038,120,2394,124,1505,1002,4151,3815,5933,4312,397,10,9,96,872,207,7,1069
ENSG00000174939,1,10,512,31,101,16,279,12,254,152,604,758,1068,713,24,4,1,11,183,34,0,54
ENSG00000174943,422,363,695,1002,359,343,692,164,373,293,1239,1100,1478,1390,455,36,57,737,300,146,85,4796
ENSG00000174951,63,122,5,179,101,409,66,104,87,82,316,260,301,396,91,29,18,76,46,12,12,155
ENSG00000174989,241,265,396,415,345,239,74,122,42,43,130,133,192,143,137,85,67,227,46,125,79,289
ENSG00000174992,3,0,0,4,5,1,0,0,0,0,0,0,0,0,4067,0,8,0,0,0,0,2
ENSG00000175003,0,0,3,0,0,4,1,0,1,0,1,0,3,1,1,0,3334,7,0,1,0,2
ENSG00000175040,5,1077,94,0,0,1186,495,153,385,199,1042,600,1024,1282,314,71,48,1065,290,139,29,288
ENSG00000175073,257,214,281,147,267,219,141,87,27,24,58,67,86,89,75,69,54,223,51,40,152,289
ENSG00000175115,1321,825,1107,1522,1072,3979,1147,1872,540,399,1646,1383,2007,1642,3227,586,161,2579,346,310,786,6154
ENSG00000175130,5664,832,4526,1334,745,891,7437,543,648,478,1653,1630,2279,1820,1968,122,463,2604,1693,1049,166,5137
ENSG00000175155,686,165,102,318,55,562,498,355,175,141,573,585,634,721,351,191,233,468,243,56,380,490
ENSG00000175175,17,0,9,343,0,4,229,0,57,42,130,160,188,163,6,8,13,3,135,31,1,147
ENSG00000175197,191,114,104,442,265,192,126,87,140,142,318,369,270,442,234,50,89,291,158,112,249,386
ENSG00000175203,804,1519,752,940,1312,1579,1238,697,833,605,2341,1965,2024,2009,1535,600,342,1186,686,452,1313,1860
ENSG00000175206,3,0,4,1,4,1,17,1,0,3,7,6,2,3,8,1600,1,4,6,1,0,15
ENSG00000175213,301,207,420,321,263,207,56,121,36,32,159,169,215,169,192,53,128,231,33,74,298,365
ENSG00000175215,149,160,139,235,210,553,87,284,54,63,268,184,204,197,497,102,78,395,44,52,270,483
ENSG00000175216,1264,831,1773,1333,2159,552,1999,339,662,446,1870,1391,1387,1723,986,497,312,589,737,1033,2464,3249
ENSG00000175220,538,668,945,418,679,3105,365,782,53,46,157,158,208,172,1052,242,115,724,71,106,355,1325
ENSG00000175221,668,866,1159,518,457,886,381,442,134,121,573,484,830,554,573,153,281,722,129,173,1308,1603
ENSG00000175224,166,136,379,292,211,280,232,124,59,78,223,207,280,278,155,96,81,178,105,80,106,627
ENSG00000175229,0,0,1,0,0,0,77,1,79,54,248,155,248,247,0,5,0,1,52,5,0,62
ENSG00000175264,29,5,6,22,59,74,1433,36,25,35,152,147,184,196,119,34,18,583,420,11,207,507
ENSG00000175274,264,2,281,111,333,344,21,41,18,23,84,80,168,83,109,21,2,134,12,9,9,82
ENSG00000175283,720,339,425,292,606,429,135,242,46,38,156,125,122,152,145,77,195,289,49,110,103,676
ENSG00000175334,155,88,203,181,246,123,49,71,46,32,91,79,80,58,145,36,33,121,22,66,92,260
ENSG00000175336,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,2231,0,0,7,0,21
ENSG00000175348,288,308,297,113,276,230,391,133,112,81,352,302,272,309,199,211,195,325,193,123,169,384
ENSG00000175352,1,2,0,0,12,7,41,2,44,26,139,136,224,132,3,0,0,4,23,6,0,345
ENSG00000175376,477,152,495,334,388,225,129,126,87,73,218,238,238,234,174,85,66,280,74,134,183,352
ENSG00000175387,348,350,337,181,211,707,401,314,71,61,209,152,138,206,657,243,147,459,159,258,390,858
ENSG00000175390,94,253,129,48,103,200,30,72,27,33,70,84,56,31,175,41,24,121,16,67,93,113
ENSG00000175463,25,7,38,21,8,39,0,35,3,5,14,19,42,22,11,5,7,2465,2,24,5,30
ENSG00000175467,1989,1047,3814,2306,1851,1911,407,835,327,328,1064,1195,1637,1171,1469,353,351,1707,203,291,1393,2156
ENSG00000175482,266,497,579,584,562,1204,99,506,53,51,128,115,166,174,1169,136,1209,964,72,139,301,719
ENSG00000175505,78,136,154,86,36,112,8,83,8,16,37,28,23,36,110,7,7,134,1,34,11,116
ENSG00000175520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115
ENSG00000175550,1984,2523,5226,1909,2460,3255,2034,1727,1251,862,3546,3178,3453,3729,4497,1045,1020,2196,773,1147,3522,9091
ENSG00000175564,2,0,13,2,1,1,2,32,8,6,14,35,24,19,4,6,0,12,5,3,1185,9
ENSG00000175567,6459,35,454,1867,1584,1558,153,2092,14,11,32,22,47,56,450,209,158,1127,41,326,865,772
ENSG00000175573,587,409,1522,616,696,1522,807,825,569,491,2116,1699,2548,1931,2368,312,178,1406,371,324,1500,3442
ENSG00000175575,438,83,157,154,181,69,185,55,97,62,239,242,253,243,171,25,56,59,108,93,21,257
ENSG00000175581,146,39,125,108,70,25,84,28,57,60,155,111,83,113,59,52,74,56,77,100,35,53
ENSG00000175582,344,246,154,230,147,236,484,90,180,110,269,274,297,299,156,112,137,195,219,92,146,149
ENSG00000175591,944,886,0,202,472,28,8,50,0,2,3,2,3,4,20,89,42,32,5,7,331,43
ENSG00000175602,694,422,1295,624,384,1592,598,788,281,225,1123,1078,1403,1244,1842,305,100,1231,315,207,353,1589
ENSG00000175634,213,85,97,93,191,35,8,11,16,25,80,75,83,56,13,17,34,73,12,18,27,39
ENSG00000175643,247,63,179,176,274,7,16,9,0,0,3,0,2,1,18,7,2,41,7,194,1,141
ENSG00000175646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51022
ENSG00000175727,90,131,332,127,89,315,16,136,37,40,118,130,209,157,310,33,50,286,11,26,468,207
ENSG00000175768,311,595,1154,308,354,235,119,170,81,63,209,167,166,178,297,151,259,356,132,380,141,450
ENSG00000175782,46,74,129,75,149,85,35,47,17,8,39,52,56,48,19,25,16,35,20,32,22,31
ENSG00000175793,435,41442,9,875,1491,74,10,305,2,1,1,1,4,5,646,0,1,17,23,235,3,18
ENSG00000175826,51,82,151,77,99,349,225,100,122,87,206,212,108,107,343,110,84,502,123,131,643,324
ENSG00000175832,67,108,1199,12,11,10,10,40,4,3,26,11,11,26,62,2,5,14,5,384,3,41
ENSG00000175866,238,645,402,275,531,434,531,219,175,158,759,559,774,722,1062,68,377,155,184,74,105,1601
ENSG00000175895,220,89,59,106,94,33,17,17,1,3,15,11,6,12,45,24,29,149,9,43,32,108
ENSG00000175898,101,68,668,133,33,816,19,261,7,8,31,28,31,33,338,36,79,419,10,45,26,470
ENSG00000175901,215,267,767,291,371,223,566,152,192,198,549,580,799,761,341,145,123,228,233,87,33,473
ENSG00000175906,98,1579,33,36,400,184,169,112,74,86,211,165,208,230,606,96,362,199,80,97,21,730
ENSG00000175931,901,884,1258,1249,966,800,1138,394,627,666,1896,1798,2506,2182,651,327,163,1186,520,439,894,2101
ENSG00000175938,17,112,124,85,64,168,11,66,8,14,55,36,53,61,196,13,45,97,6,28,20,206
ENSG00000175946,25,10,15,0,7,3,16,139,0,0,0,0,0,0,62,723,0,13,2,2,2851,43
ENSG00000175970,757,686,493,497,940,452,241,196,219,151,610,669,710,627,585,184,245,628,211,313,191,1062
ENSG00000175985,60,1,0,3,65,0,1,0,69,47,121,130,267,231,1,3,0,2,15,0,0,2
ENSG00000176014,158,3100,551,195,433,1292,59,1452,18,39,117,61,58,88,1023,389,39,372,39,314,90,1014
ENSG00000176022,472,389,461,234,329,442,195,322,93,76,295,285,278,333,267,116,124,327,94,105,192,561
ENSG00000176046,1645,2767,891,499,2663,1437,37,626,108,81,293,348,562,287,2752,225,532,1387,79,56,466,1554
ENSG00000176058,273,66,196,278,735,149,265,77,313,257,1243,1015,1382,1227,295,55,178,237,156,62,72,380
ENSG00000176087,38,31,62,37,59,95,40,28,9,15,36,49,44,53,57,43,33,53,11,18,78,119
ENSG00000176101,531,332,576,358,424,231,54,160,86,57,309,333,413,269,264,112,94,388,47,67,142,936
ENSG00000176102,234,146,347,95,257,44,92,19,41,52,173,159,216,296,79,30,36,77,46,97,32,139
ENSG00000176105,213,165,113,104,118,245,58,91,4,6,23,19,16,14,79,56,104,97,33,104,53,151
ENSG00000176108,153,282,304,190,290,390,102,274,51,47,214,159,220,192,213,120,176,164,31,78,227,376
ENSG00000176148,18,182,148,36,48,181,142,58,43,25,119,119,120,121,117,10,23,110,52,19,22,148
ENSG00000176153,13,1194,1,7,10,6,2,9,3,3,5,10,14,9,772,1,3781,2,1,85,3,22
ENSG00000176165,1,2,2,0,2,1,582,2,0,0,1,0,1,0,1,0,0,63,221,11,0,363
ENSG00000176170,7,344,400,162,45,340,43,193,3,2,6,9,5,10,335,23,16,437,7,141,25,479
ENSG00000176171,18,50,21,27,19,49,52,36,25,20,84,64,45,39,56,59,45,42,40,74,121,41
ENSG00000176182,160,141,202,166,132,231,264,141,165,98,388,376,576,471,332,123,47,503,138,56,297,449
ENSG00000176194,0,0,0,0,0,3790,26,574,0,0,0,0,0,0,49,10,0,60,7,0,3,1
ENSG00000176340,5301,1951,3931,2511,4254,2022,1201,1583,801,1031,2296,2353,2452,3190,3132,3088,2024,1866,806,947,2339,2322
ENSG00000176381,0,1,0,0,2,4,712,2,22,12,108,80,113,82,4,2,8,1,124,0,0,6
ENSG00000176387,72,149,2,23,101,7,3,29,15,10,100,42,56,35,1030,1,33,17,12,20,4,257
ENSG00000176390,82,83,95,47,114,58,50,30,59,41,145,172,190,197,31,15,16,205,40,62,22,135
ENSG00000176396,159,126,155,147,171,295,454,103,124,96,336,325,323,378,180,92,92,240,153,87,128,402
ENSG00000176401,14,5,32,40,19,35,76,20,80,51,254,195,185,243,19,16,3,30,62,18,11,66
ENSG00000176410,178,130,161,224,301,255,180,224,63,40,202,176,192,242,200,131,233,116,93,67,234,894
ENSG00000176422,139,124,239,146,273,106,54,78,36,32,107,100,94,105,85,119,654,86,30,84,99,137
ENSG00000176428,83,19,30,59,61,31,69,24,39,19,115,110,162,153,127,19,26,36,35,13,12,385
ENSG00000176435,0,0,0,0,0,2566,71,711,16,23,58,46,66,40,949,390,80,896,45,1,391,569
ENSG00000176438,12,15,638,65,62,605,17,387,7,2,36,33,44,38,162,51,7,254,15,14,37,107
ENSG00000176454,89,524,442,259,222,479,518,213,1017,1159,3268,2734,2974,3534,959,221,11,1169,402,160,93,494
ENSG00000176463,13,839,511,122,12,924,414,286,73,57,144,158,312,186,333,382,29,1045,103,59,134,1945
ENSG00000176472,20,16,44,19,9,41,57,48,25,23,95,77,156,116,85,5,10,69,18,7,23,104
ENSG00000176473,85,92,106,138,142,165,98,121,33,28,161,142,121,123,142,45,60,94,39,53,177,349
ENSG00000176476,121,87,100,219,130,257,37,128,67,46,207,172,179,184,367,65,98,271,43,55,827,838
ENSG00000176485,648,72,16,350,981,4034,890,2705,76,42,158,173,248,162,454,527,669,443,275,48,422,862
ENSG00000176490,400,54,2205,70,54,22,3288,74,1142,1067,3215,3637,3960,3484,100,2109,0,250,1164,139,70,716
ENSG00000176531,232,208,116,192,95,42,6,23,4,4,10,28,31,30,64,7,28,56,5,15,27,204
ENSG00000176533,28,4,1337,85,15,236,2386,290,541,472,1761,1725,2194,2245,574,487,54,1372,767,62,70,811
ENSG00000176595,31,0,1,57,9,544,1976,49,418,301,1729,1390,2274,1382,249,80,184,339,778,47,59,373
ENSG00000176624,476,673,577,244,135,316,177,148,71,63,176,192,242,224,214,112,57,503,83,185,89,1340
ENSG00000176641,84,674,4,119,165,590,154,191,601,527,1114,1520,1334,1777,177,97,1082,191,315,11,86,347
ENSG00000176658,64,98,14,65,123,220,75,15,6,4,16,8,15,13,43,5,18,71,14,46,21,101
ENSG00000176715,227,157,198,275,181,186,54,110,53,47,188,187,247,195,162,50,143,306,39,79,129,305
ENSG00000176720,390,562,91,432,302,2022,713,2975,156,155,661,615,683,557,1954,46,621,366,221,82,10,728
ENSG00000176749,97,153,72,31,41,23,2752,18,695,511,2277,1767,2047,2232,30,8,4,271,955,23,22,361
ENSG00000176788,1122,486,121,312,0,442,752,64,143,149,806,695,784,1110,267,8,30,381,393,128,15,269
ENSG00000176834,260,81,268,388,263,306,42,154,29,26,112,87,120,113,275,41,77,229,31,63,66,155
ENSG00000176845,79,429,208,958,431,1094,10,334,16,28,48,123,156,110,511,142,18,412,22,66,61,417
ENSG00000176871,775,733,834,579,981,824,1762,640,457,321,1259,1032,1039,1412,820,617,524,585,722,268,893,772
ENSG00000176887,2240,0,0,45,1,0,54,25,2,4,19,17,14,18,164,8,0,4,20,111,0,7
ENSG00000176890,371,283,938,144,216,11,35,14,10,6,13,13,23,27,13,11,7,37,12,414,0,166
ENSG00000176903,843,477,177,889,1171,963,2302,661,1048,781,2893,2478,2661,2940,2196,258,59,1333,1219,322,259,3468
ENSG00000176907,0,0,0,0,0,671,91,96,1,4,6,3,10,16,604,158,549,202,30,93,720,319
ENSG00000176909,9,13,15,17,10,18,33,31,56,40,147,115,159,141,21,11,2,23,18,21,199,187
ENSG00000176915,430,609,266,309,445,329,121,176,72,81,256,222,316,318,149,111,32,367,71,144,425,1249
ENSG00000176946,132,134,190,119,82,227,28,83,28,18,78,61,101,72,116,80,59,172,20,32,181,260
ENSG00000176953,474,510,981,655,694,265,77,156,178,128,508,547,768,614,208,115,74,586,85,249,206,402
ENSG00000176971,0,44,0,0,2,1139,129,81,14,21,74,47,52,66,771,259,12,281,66,5,245,191
ENSG00000176973,989,457,552,527,396,1046,289,516,192,149,641,511,738,571,2014,251,161,2194,194,124,930,950
ENSG00000176994,345,204,265,211,475,154,84,80,40,32,129,115,198,125,60,89,40,266,37,76,101,165
ENSG00000177030,301,464,1007,339,288,439,528,245,463,383,1585,1670,2004,1505,354,105,43,366,350,210,438,844
ENSG00000177042,25,46,41,30,43,52,14,42,17,14,110,59,73,116,61,13,11,50,11,16,38,131
ENSG00000177045,649,380,607,670,259,1363,39,756,8,7,47,33,69,58,2306,138,171,1054,17,126,697,1604
ENSG00000177051,582,240,254,359,289,408,84,227,32,27,129,111,156,160,390,52,57,409,30,58,210,556
ENSG00000177054,70,106,110,69,51,40,32,9,21,21,63,57,70,78,25,21,2,51,26,49,11,110
ENSG00000177098,0,163,1,4,2,181,724,709,1332,968,2974,3347,3776,2796,279,247,8,250,714,26,148,263
ENSG00000177103,0,0,0,52,302,15,317,11,44,47,154,180,303,177,53,6,6,12,114,5,3,171
ENSG00000177105,99,406,798,125,251,1263,391,492,33,25,96,97,152,77,687,118,126,1211,100,143,585,650
ENSG00000177106,1461,7650,204,2123,3291,167,32,435,420,562,1805,2002,2602,3721,632,27,1186,406,162,282,21,722
ENSG00000177108,0,1,0,85,2,1,777,0,140,178,464,546,667,674,63,0,1,0,438,5,4,29
ENSG00000177119,43,61,102,43,77,202,19,107,0,2,2,6,10,5,77,102,26,85,15,44,124,74
ENSG00000177125,196,91,111,112,82,170,92,67,39,34,115,122,212,141,65,37,21,197,52,72,53,177
ENSG00000177143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866
ENSG00000177150,99,89,933,55,46,30,85,39,24,22,55,67,48,82,52,181,95,73,36,121,69,160
ENSG00000177156,881,1169,2223,890,1141,2204,668,1192,214,215,745,692,664,696,1101,280,669,817,245,455,778,1138
ENSG00000177169,1523,990,383,3080,1024,1504,693,819,626,500,2441,1850,2841,2342,1829,543,300,1422,375,295,2697,1880
ENSG00000177192,710,269,519,448,327,110,43,90,45,67,137,156,183,166,114,40,174,296,47,129,108,236
ENSG00000177200,80,159,197,102,75,93,90,83,64,45,143,132,157,194,66,75,41,81,92,72,90,119
ENSG00000177202,34,0,0,2,1,1,0,1,0,2,1,4,3,0,9,0,0,0,0,0,0,1303
ENSG00000177225,75,167,204,50,93,116,28,71,25,27,113,101,207,140,70,14,20,160,22,25,13,94
ENSG00000177238,2,0,0,0,0,3,6,71,78,59,293,299,598,307,11,16,0,10,29,1,2361,92
ENSG00000177283,194,656,376,235,8,319,60,217,9,4,12,17,17,24,579,53,37,336,19,88,76,308
ENSG00000177303,471,457,735,1007,511,5131,515,1081,109,118,474,448,785,556,2330,334,280,1088,131,120,722,1506
ENSG00000177337,13,25,102,47,11,55,40,43,10,16,28,47,42,67,116,43,10,150,19,46,39,94
ENSG00000177352,127,245,326,209,207,204,43,162,24,18,82,59,51,95,95,85,90,92,31,93,143,424
ENSG00000177363,3,2,3,2,1,815,8,239,11,5,18,20,19,28,651,46,1,161,7,24,81,347
ENSG00000177370,231,296,557,156,197,377,192,204,79,74,306,200,318,287,354,260,128,436,93,134,226,525
ENSG00000177374,1,9,50,5,3,1190,13,576,2,11,30,30,61,47,1224,148,39,1630,21,16,80,1052
ENSG00000177380,236,56,451,303,789,123,718,103,585,507,2154,1957,2722,2169,355,19,30,180,367,95,22,236
ENSG00000177383,552,179,1003,524,919,202,369,142,212,161,622,609,594,704,351,180,125,372,247,219,90,483
ENSG00000177406,19,46,2,43,31,271,24,126,14,19,27,52,65,30,105,50,53,80,15,26,124,73
ENSG00000177425,424,308,104,563,170,74,15,47,4,3,6,6,5,5,75,27,33,121,10,84,6,224
ENSG00000177426,115,123,69,215,45,184,18,55,2,4,6,4,4,5,189,22,38,192,11,110,126,189
ENSG00000177427,74,73,28,86,215,52,22,77,20,22,69,85,93,57,42,27,8,33,17,8,55,87
ENSG00000177432,30,61,2,10,0,109,1107,59,452,437,1342,1598,1711,1602,145,35,34,111,640,38,24,205
ENSG00000177455,0,1,42,1,22,5,2,2,0,0,3,2,0,2,4,3,1,965,1,5,0,49
ENSG00000177464,1,0,2,2,1,3892,238,227,14,10,35,27,38,36,1521,200,66,885,65,1,182,260
ENSG00000177469,0,8111,7598,62,485,35037,1244,23941,336,269,805,885,1245,878,26798,2633,430,8547,302,1016,6834,18226
ENSG00000177485,165,246,251,209,88,93,209,53,59,53,114,129,136,135,70,46,130,202,132,157,105,223
ENSG00000177508,1397,555,155,605,2162,243,2,392,17,14,61,64,88,105,22,445,10,187,19,92,102,180
ENSG00000177511,0,0,0,0,0,0,1173,0,307,264,880,741,735,999,9,0,4,2,628,8,0,56
ENSG00000177519,2,0,1,21,5,15,140,2,12,8,14,25,56,30,335,3,0,17,49,37,6,224
ENSG00000177542,168,149,276,58,104,90,152,20,65,58,270,279,584,363,51,7,31,161,75,41,2,94
ENSG00000177548,472,296,565,405,508,149,50,183,66,39,156,130,197,173,272,129,60,535,21,65,43,364
ENSG00000177556,55,76,200,77,124,112,79,61,33,31,71,76,59,74,115,27,86,83,40,91,23,154
ENSG00000177575,0,0,1,0,0,6004,31,561,2,3,26,19,9,9,459,1462,1571,2662,73,0,370,1019
ENSG00000177576,171,80,53,107,127,186,789,106,207,128,459,450,374,442,194,294,402,209,459,126,102,362
ENSG00000177595,125,254,476,194,346,126,24,105,95,104,442,468,822,407,123,29,66,615,62,108,58,259
ENSG00000177600,798,1761,1827,1009,797,4815,414,1683,166,188,675,761,538,560,3175,444,650,3981,292,1080,2274,2694
ENSG00000177602,109,36,423,64,115,4,1,8,0,0,0,0,3,1,6,2,0,41,0,63,11,262
ENSG00000177606,1518,2453,1526,2419,790,11975,942,6600,555,486,1766,1863,2429,2070,9422,1337,330,5219,694,670,3009,5198
ENSG00000177613,644,313,677,299,862,503,632,311,152,155,424,487,483,519,310,374,205,526,223,211,389,757
ENSG00000177614,63,60,1,21,9,25,871,22,371,334,1149,1036,1384,1253,40,84,157,27,415,50,27,280
ENSG00000177666,954,1403,1702,892,1326,46313,573,31624,463,337,2546,1811,2480,2205,7143,2376,771,5990,254,332,6982,4199
ENSG00000177673,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1861
ENSG00000177675,34,3,127,16,1,95,11,124,3,5,9,10,5,15,13,68,15,92,12,22,10,343
ENSG00000177685,369,3,26,46,116,63,1,104,16,26,68,79,111,97,114,19,2,76,2,9,5,14
ENSG00000177697,563,1863,1428,453,633,2329,100,2129,137,208,503,478,388,419,2147,989,341,1481,76,324,456,1957
ENSG00000177700,1909,3227,2697,918,2334,4417,463,4114,421,303,1195,1189,1388,1001,3353,2139,1830,2770,282,699,1848,4376
ENSG00000177728,1332,817,1001,2245,830,1486,942,819,517,509,1801,1707,2641,1835,834,401,235,1859,417,361,1574,1937
ENSG00000177732,2725,836,2022,1476,1578,600,214,352,228,193,857,824,1332,1076,1955,183,74,1209,152,422,88,2331
ENSG00000177733,4189,3061,2352,3080,2244,5125,1458,1559,518,400,1776,1627,2744,2306,3985,1062,940,4648,664,1220,1394,3770
ENSG00000177764,492,255,388,163,270,291,191,177,147,157,439,402,545,563,432,140,115,777,104,234,168,764
ENSG00000177791,0,0,0,0,0,4,2,199,1,0,2,0,0,0,0,3,0,9,0,1,3266,122
ENSG00000177807,3,7,8,0,19,1,3117,0,272,250,1028,944,1069,1253,4,0,10,46,822,18,0,10
ENSG00000177830,214,603,1275,387,331,547,219,461,127,83,380,329,484,329,541,178,458,528,103,221,278,1627
ENSG00000177868,27,26,15,58,10,48,49,43,26,9,92,58,68,94,62,29,34,38,45,41,34,241
ENSG00000177875,1,0,0,4,0,42,548,40,267,271,548,757,1021,1022,112,26,1,51,236,1,19,335
ENSG00000177885,74,107,180,253,176,434,363,166,77,45,268,174,181,253,347,95,132,537,103,98,152,276
ENSG00000177889,45,44,63,55,86,80,245,39,71,52,125,137,73,122,96,92,60,101,147,85,63,329
ENSG00000177932,67,100,35,379,68,192,112,72,81,70,198,191,166,222,194,176,60,182,68,116,564,269
ENSG00000177946,179,100,171,253,145,81,101,91,40,37,71,118,116,153,62,49,79,93,62,99,63,261
ENSG00000177954,26,27,21,87,33,85,21,29,41,25,69,102,64,36,172,7,15,96,29,34,53,93
ENSG00000177963,632,1186,824,590,938,1422,501,766,235,223,802,726,841,814,1207,507,382,1388,267,409,507,2605
ENSG00000177971,214,246,396,247,189,232,231,185,100,95,311,279,253,299,281,127,398,420,167,225,234,416
ENSG00000177981,92,67,72,101,164,90,112,127,71,50,182,181,164,179,105,168,51,92,54,37,449,138
ENSG00000178038,18,1719,2,86,117,42,2,70,38,37,115,138,201,150,23,44,19,51,8,11,8,37
ENSG00000178057,226,353,575,338,396,577,179,300,82,77,280,249,328,288,307,340,185,243,114,131,452,2168
ENSG00000178078,410,912,481,664,648,121,8,115,7,14,27,37,44,42,447,15,159,78,17,76,8,149
ENSG00000178093,55,35,37,70,39,30,11,35,11,3,42,29,33,39,44,7,32,53,11,24,1,2856
ENSG00000178096,40,68,93,197,140,55,21,54,10,4,48,40,48,44,89,21,28,67,9,16,25,108
ENSG00000178105,57,51,91,33,88,31,46,25,29,25,53,64,27,51,56,24,23,25,43,79,19,150
ENSG00000178188,398,682,1480,801,617,857,581,677,738,568,2177,2114,3488,2545,2134,267,200,2245,323,253,534,1977
ENSG00000178209,13918,51277,32857,9940,16663,9638,2136,7127,1386,1746,4820,6388,9465,7632,10685,4419,1759,7138,1314,1711,44231,11935
ENSG00000178233,0,0,0,0,0,0,104,0,102,85,533,377,753,447,12,2,0,1,61,0,0,1
ENSG00000178235,0,0,0,0,0,1,892,1,25,15,61,70,72,105,1,0,0,6,219,0,0,2
ENSG00000178307,308,289,548,242,319,528,140,391,72,75,284,229,259,281,352,256,177,363,107,151,999,727
ENSG00000178363,5,7293,2,2,0,13,3,70,2,2,5,1,9,5,2,0,1,0,1,0,0,117
ENSG00000178397,99,50,43,69,77,73,65,53,61,47,153,118,125,123,77,58,20,78,68,26,162,373
ENSG00000178449,310,202,434,470,392,407,207,290,123,110,290,302,341,313,515,592,458,585,150,125,426,568
ENSG00000178498,462,62,324,511,425,243,974,183,974,780,3491,2784,3667,3424,1144,171,42,856,651,151,65,1047
ENSG00000178502,100,75,65,80,139,53,237,53,72,67,168,190,169,232,33,25,38,78,136,48,11,393
ENSG00000178531,722,195,920,211,517,38,1419,55,10,7,26,33,44,42,1929,2,2,57,411,81,3,1458
ENSG00000178537,14,43,70,23,103,101,17,116,1,6,16,9,18,26,55,168,214,63,19,22,88,76
ENSG00000178538,48,1,6,34,117,42,57,17,320,223,903,368,668,837,51,19,1,41,131,37,17,105
ENSG00000178567,314,380,249,327,614,167,503,163,316,277,704,810,762,899,135,231,108,165,400,218,239,338
ENSG00000178573,15,810,64,8,4,1936,87,793,65,54,268,305,440,421,859,95,314,2066,61,144,471,1858
ENSG00000178585,180,303,251,104,140,237,36,118,61,61,171,156,188,160,89,71,29,48,27,30,14,284
ENSG00000178605,1014,583,627,784,376,791,235,646,246,252,782,906,1037,972,744,388,326,812,174,152,777,746
ENSG00000178607,54,137,41,408,91,174,24,74,11,12,26,47,88,45,68,34,117,496,11,57,132,155
ENSG00000178685,1,40,107,209,48,63,10,80,14,10,46,35,50,33,86,16,37,177,9,16,37,139
ENSG00000178695,12,471,1,5,7,4098,389,714,129,80,518,369,708,469,1516,426,84,1123,231,69,573,1744
